"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"","アリスの足指にこねくり回され、靴下越しに染みた汗があなたの身体に刷り込まれていく。","앨리스의 발가락에 꾹꾹 눌러지고, 양말 사이로 스며든 땀이 온몸에 새겨진다.","","False","104101308","",""
"","言葉とは裏腹に、どこか優しく、抱きしめるように。","말과는 달리 어딘지 모르게 다정다감하고 포근한 느낌.","","False","104101309","",""
"","どうぉ？　気持ちいい？","어때? 기분 좋아?","","False","104101310","",""
"","ふふ……このくらいならちょうどよかったかな？","후후…… 이 정도면 딱 좋았을까?","","False","104101311","",""
"","けど、本番はこれからだよ！！","하지만 본방은 지금부터라고!","","False","104101312","",""
"","私のいつもの大きさは今のだけど……","내 평소 크기는 이정도지만……","","False","104101046","",""
"","実はもっと大きくなれるの！！","사실 더 커질 수 있어!","","False","104101047","",""
"","ふふーん、楽しみでしょ？","후훙, 흥분되지 않아?","","False","104101048","",""
"","いくよー？","간다~?","","False","104101049","",""
"","ふふ、山より大きくなっちゃった。","후훙, 산보다 더 커져버렸다.","","False","104101050","",""
"","今なら靴の中に街も入っちゃうかな？","지금이라면 신발 속에 도시를 넣을 수 있을까나?","","False","104101051","",""
"","あはは、ちっちゃな[player][kun]じゃわからないか～","아하하, 작은 [player][kun]는 모르겠지~","","False","104101052","",""
"","じっさいに歩いてみたら、わかるかも！","실제로 걸어보면 알 수 있을지도!","","False","104101053","",""
"","私の靴のかかとまで歩いてみて？","내 신발 뒤꿈치까지 걸어가 볼래?","","False","104101054","",""
"","[player]くーん？　本当に歩いてるー？","[player]구—운? 정말 걷고 있어~?","","False","104101055","",""
"","おーい！　こっちにおいでってばー！","어—이! 여기로 와보라니까?","","False","104101056","",""
"","あんまり広いからあきらめちゃった？","너무 넓어서 포기했어?","","False","104101057","",""
"","むぅ、情けないなぁ……。じゃあ私から行くから。","무우, 한심하네…… 그럼 내가 먼저 갈게.","","False","104101058","",""
"","えいっ！！","에잇!!","","False","104101059","",""
"","はい、とーちゃく。","네, 도착.","","False","104101060","",""
"","あはは、１回死んじゃったね！","아하하, 1번 죽었네!","","False","104101061","",""
"","私の靴の中で落っこちただけなのに……。","내 신발에 떨어졌을 뿐인데……","","False","104101062","",""
"","[player][kun]は私の足のつま先から落っこちても死んじゃうくらいちっちゃいんだね。","[player][kun]은 내 발가락에서 떨어져도 죽을 정도로 작구나.","","False","104101063","",""
"","ほらほら、頑張って！","자, 자, 힘내!","","False","104101064","",""
"","やっと半分くらい？　今土踏まずのあたりかなー？","겨우 절반 정도? 이제 겨우 발 한가운데인가?","","False","104101065","",""
"","長い坂道、頑張って♪","긴 언덕길, 힘내 ♪","","False","104101066","",""
"","にししー、よくできました。ちょっとした山登りだったね！","히힛, 잘했어. 산행이 좀 힘들었지?","","False","104101067","",""
"","ほら、みて？","자, 봐봐?","","False","104101068","",""
"","[player][kun]が頑張って歩いてきたこの靴を、私は履けちゃうんだよ？","[player][kun]이 열심히 걸어온 이 신발을 내가 신어버릴 거라고?","","False","104101069","",""
"","そう考えてたら……なんだかコーフンしてきちゃう……","그렇게 생각하니…… 왠지 모르게 흥분해버리네……","","False","104101070","",""
"","ねぇ、履いていい？","저기, 신어도 돼?","","False","104101071","",""
"","いいよね？","괜찮지?","","False","104101072","",""
"","あ、でもただ履くだけじゃつまんないから……。","아, 하지만 그냥 신는건 재미없으니까…… .","","False","104101073","",""
"","えいっ！！","에잇!!","","False","104101074","",""
"","これで面白くなったでしょ？","이제 재미있어졌지?","","False","104101075","",""
"","ふふっ、後ろだよ！","후훗, 뒤야!","","False","104101901","",""
"","ね？　面白そうでしょ？","봐봐? 재미있어 보이지?","","False","104101902","",""
"","じゃ、履くね？","그럼 신을게?","","False","104101076","",""
"","潰されたくなかったら頑張って逃げてね！！","짓밟히고 싶지 않다면 열심히 도망가!","","False","104101077","",""
"","ずっしーん！　アリスちゃんの足がおろされましたー！","콰광! 앨리스쨩의 다리가 내려졌습니다~!","","False","104101078","",""
"","早く逃げないと潰されちゃうぞー！","빨리 도망치지 않으면 죽는다고!","","False","104101079","",""
"","がおがおー、怪獣さんだぞー！","갸오~, 괴수씨야~!","","False","104101080","",""
"","んっ……ちっちゃなおうちがプチってなって……気持ちいい……","으응…… 작은 집이 찌부러져서…… 기분 좋아……","","False","104101081","",""
"","私、街を履いてる……ふふっ","나, 마을을 신고있어…… 후훗","","False","104101082","",""
"","[player][kun]、そろそろ気付いたかなー？","[player][kun], 이제 알아차렸을까나?","","False","104101083","",""
"","どこまで逃げても、私の靴の中なんだよねー♪","어디까지 도망쳐도 내 신발 속이네~♪","","False","104101084","",""
"","……[player][kun]、逃げないんだね。","……[player][kun], 도망치지 않는구나.","","False","104101401","",""
"","そこにいたら、潰されちゃうよ？","거기 있으면 뭉게져버릴거라구?","","False","104101402","",""
"","……私のことを信じてくれてるのかな？","……나를 믿어주는걸까나?","","False","104101403","",""
"","それとも、私になら踏まれてもいい、とか……？","아니면, 나한테 밟혀도 괜찮다는거, 일까……?","","False","104101404","",""
"","その気持ちは嬉しいけど、私は[player][kun]と遊びたいなー！","그 마음은 기쁘지만, 나는 [player][kun]과 함께 놀고 싶은걸~!","","False","104101405","",""
"","おいかけっこ、しよ？","술래잡기, 하자?","","False","104101406","",""
"","最初から逃げ切れるわけない、ってこと！","처음부터 도망칠 수 없다는 거야!","","False","104101085","",""
"","にししー、でもよく頑張りました。","에헤헤, 그래도 수고 많았어.","","False","104101086","",""
"","一番奥まで逃げ切ったもんね。","가장 깊은 곳까지 도망쳐갔네.","","False","104101087","",""
"","[player][kun]の諦めないその気持ち……私、好きだよ。","[player][kun]의 포기하지 않는 그 마음…… 나, 좋아해.","","False","104101088","",""
"","あ、今ちょっとドキっとした！？","아, 방금 조금 두근거렸어!?","","False","104101089","",""
"","べつに、惚れてもいいんだよー？","딱히, 사랑에 빠져도 상관없다고~?","","False","104101090","",""
"","……なんちゃってね。","……랄까나.","","False","104101091","",""
"","さ、それじゃ終わりにしよっか。","자, 그럼 끝낼까?","","False","104101092","",""
"","えいっ！！","에잇!!","","False","104101093","",""
"","おはよう、[player][kun]。","좋은 아침, [player][kun].","","False","104101094","",""
"","私の靴の中、どうだった？","내 신발 속, 어땠어?","","False","104101095","",""
"","私は楽しかったよ！","나는 재미있었어!","","False","104101096","",""
"","またしたくなったら、いつでもおいで！","다시 가고 싶을 때는 언제든 와!","","False","104101097","",""
"","あ、それとも私の靴の中に住む？","아, 아니면 내 신발 속에 살까?","","False","104101098","",""
"","あはは、じょーだんだよ！","아하하, 농담이야!","","False","104101099","",""
"","それじゃ、またねー！","그러면, 다음에 봐~!","","False","104101100","",""
"","ん……？","응……?","","False","104120501","",""
